CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1464,patient,EP,1,2542.16079295154,987.071218795888,NaN,NaN,57.9297308130478,NaN,NaN,1,48
CI1464,patient,EP,2,2618.32158590308,2079.17767988253,NaN,NaN,57.2879521000235,NaN,NaN,1,48
CI1464,patient,EP,3,2928.77679882526,2515.81791483113,NaN,NaN,55.6738821415737,NaN,NaN,1,48
CI1464,patient,EP,1,2632.43906020558,874.886930983847,NaN,NaN,52.9509596483725,NaN,NaN,2,48
CI1464,patient,EP,2,2792.67400881057,1185.34214390602,NaN,NaN,60.4203426180717,NaN,NaN,2,48
CI1464,patient,EP,3,2354.03083700441,1057.15418502203,NaN,NaN,46.688715521761,NaN,NaN,2,48
CI1464,patient,EP,4,2085.63729809104,1141.27753303965,NaN,NaN,64.6950345171935,NaN,NaN,2,48
CI1464,patient,EP,5,3484.36637298091,1470.09765051395,NaN,NaN,52.8072921330487,NaN,NaN,2,48
CI1464,patient,EP,6,3478.35756240822,1651.36343612335,NaN,NaN,57.5877525729238,NaN,NaN,2,48
CI1464,patient,EP,7,2333.15198237885,2227.20484581498,NaN,NaN,53.5785203119736,NaN,NaN,2,48
CI1464,patient,EP,8,2296.09765051395,2328.35315712188,NaN,NaN,61.2197644861436,NaN,NaN,2,48
CI1464,patient,EP,9,3363.17767988253,2597.66226138032,NaN,NaN,57.5461699855547,NaN,NaN,2,48
CI1464,patient,EP,1,2486.84140969163,316.590308370044,NaN,NaN,62.626688301794,NaN,NaN,3,48
CI1464,patient,EP,1,2170.87224669604,402.726872246696,NaN,NaN,58.0733500764406,NaN,NaN,4,48
CI1464,patient,EP,2,2646.64317180617,857.563876651982,NaN,NaN,72.7772599240899,NaN,NaN,4,48
CI1464,patient,EP,3,2656.15859030837,1025.03524229075,NaN,NaN,63.2297551910988,NaN,NaN,4,48
CI1464,patient,EP,4,2102.36123348018,1391.20264317181,NaN,NaN,69.0902358482186,NaN,NaN,4,48
CI1464,patient,EP,5,2220.35242290749,1602.4449339207,NaN,NaN,44.0300677956607,NaN,NaN,4,48
CI1464,patient,EP,6,2378.23788546256,2485.74889867841,NaN,NaN,55.4967390613691,NaN,NaN,4,48
